comment,label
থুথু  এই নটি কিকরে,1
ভালা আছি,0
বড় হচ্ছে.....মেয়ে আমাদের :-P,0
দুধ দেখা যায়,1
হে পশ্চাৎপদ মোল্লা মৌলভী তোরা কবে হবি বিজ্ঞানমুখী,3
তোমাকেই দেখলেই হৃদয়ে,0
পরি তোমার বোদার বিতরে এজাবত কতোগুলা ঠাঠা ডুকছে   তা তুমি বলতে পারবা ।।,1
তুমার বুকে টিপ দিতেপারলে,1
হেবি লাকছে,0
নবী ধর্ম এসব সত্য হতে পারে না।,3
প্রহসনের মাধ্যমে শীর্ষ রাজনৈতিক নেতৃবৃন্দকে হত্যা করছে এই জুলুমবাজ সরকার।,4
সুন্দর তুলনাহিন  সুন্দর,0
দালাল গুলো কে জুতা পেটা করা দরকার,3
জনগণের উপর জুলুম নির্যাতনের ষ্টিমরোলার চালিয়ে যাচ্ছে।,4
রমজানে ঢুলা অন্য সময় খুলা।।।।:p,2
আপনি নিশ্চই পণ্য দূত,0
"শিবির সভাপতি বলেন, ভোটারবিহীন প্রহসনের নির্বাচনের মাধ্যমে আওয়ামীলীগ সরকার এখন দেশ শাসনের নামে শোষণ চালাচ্ছে।",4
উম জিনিস ২টা তো সেই,1
মুভিটা রিলিজ হবে কবে? মুভিতে আপনার চরিত্র কি?,0
"এটাই যদি বুজতো মানুষ,",0
নাঈলা আপু অনেক শুভ কামানা রইলো তোমার জন্য। আপু তুমি বর্হিবিশ্বে বাংলাদেশের মডেল দের প্রতিনিধিত্ব করো,0
জিহাদ করে সব মারে ফেলবো,3
মাদার চুদ,1
হিন্দু কা বাচ্চা কাবি নেহি আাচ্চা	 জো বি আচ্চা ও বি সুয়োর কা বাচ্চা,3
ক্যাম্পাস গুলো সন্ত্রাসীদের অভয়ারণ্যে পরিণত হয়েছে শিবির সভাপতি,4
টুন টুনি :-),0
হায় হায় এই পেজের কমেন্টে শুধু কিছু আবালের উৎপত্তি।,2
হঠাৎ করে ছাত্রশিবিরকে জড়িয়ে এই নিকৃষ্ট মিথ্যাচার জনগণ বিশ্বাস করবে না উল্টো পুলিশের প্রতি জনগণের নূন্যতম আস্থার জায়গাটিও ধ্বংস করবে।,4
মায়ের থেকে মেয়ে বেশি সেক্সি হবে,1
"জীবন থেকে নেওয়া ''জীবনের ২টি কথা,বলতে চাই তোমায় শুধু তোমায়''",0
পশ্চিমারা কেবল মুসলিম নামধারী নাস্তিক ও ইসলাম বিদ্বেষীদের পৃষ্ঠপোষকতা করে,3
শান্তি! সেতো ইসলামে,0
কেমন যে লাগতাছে কেম্নে যে বুজাই :3,0
পরবর্তী বিচারপতি কোন কাফের মালাউন হলে এই দেশের জনগন একমুহুর্ত ও মানবে না আর লীগ ও তখন জনগনের বিররুদ্ধে নামার দুঃসাহস করবে না,3
রোজা কি আইয়া পড়লো নাকি? নায়লা ম্যাডাম বিটিভির সংবাদ পাঠকের অডীশন দিব?,0
শালা গরুখোর,3
কাফের মালাউনদের মুসলিমদের বিরুদ্ধে বাড়াবাড়ির চুড়ান্ত যুদ্ধের নাম গাযওয়াতুল হিন্দ ।,3
সাব্বাস!!!!!! মিলা,0
",,,বদলে গেছো তুমি,,",0
হলি আর্টিজানে নিহত জঙ্গি নিবরাস দীর্ঘদিন ঝিনাইদহে অবস্থান করে বলে র‌্যাবের কাছে স্বীকারুক্তি দেয় বাড়ির মালিক।,4
আপনার কপালে হাত কেন? কি হয়েছে?,0
কিন্তু হলি আর্টিজান হামলার পর ঝিনাইদহে সংখ্যালঘু হত্যাকান্ডের রহস্যের জট খুলতে থাকে।,4
"তোমরা,তো,দুজনে,ডাবলিগ,করেচ",0
মুলত: একের পর এক সংখ্যালঘু হত্যাকান্ডের প্রকৃত কারণ ও হত্যাকারীদের সনাক্ত করতে ব্যর্থ হয়ে পুলিশ ছাত্রশিবিরের উপর দায় চাপানোর অপচেষ্টা চালায়।,4
সে মুসলমানের ওপর ধিক্কার যে মুসলমান তার মেয়েকে/ তার বোনকে/ তার কোন মহিলা আত্নীয়কে ( যাদের ওপর তার কর্তব্য আছে) অন্যের সামনে প্রদর্শন করতে দেয়।,0
পুরাই খানকি,1
ভাললাগছে আই লাভ ইউ,0
যা চরম মিথ্যা ভিত্তিহীন ও বানোয়াট নাটক ছাড়া কিছু নয়।,4
কঠিন মাল।,2
প্রতিদিন ইন্টারনেটে বিজ্ঞাপনের মাধ্যমে,0
তোরজা,2
আমি কেমনে দেখা করবো আমিতো দেশের বাইরে :-) :-),0
পুরাই দৌলদিয়ার নটি....,1
ভারতের গোরক্ষা নামক হিন্দু সন্ত্রাসী গ্রুপের হাতে একের পর এক মুসলিম হত্যা,3
সস্তা আর নোংরা সব কমেন্টস পাবার জন্য মানুষ কত কিই না করে। নিজের সুন্দর্জ পাবলিক কে দেখিএ রামছাগল গুলোর কমেন্টস পরে ফুলে ফেটে েয়েন,2
ধর্মকে আমি কুসংস্কার বলেই মনে করি আর ইশ্বরকে মনে করি সর্বকালের সেরা গুজব,3
নোংটা পোসাগ পরো,1
"কিন্তু এসব অপকর্ম ও ইসলাম বিরোধী ষড়যন্ত্রের শুধু বিরোধীতা করলে হবেনা, বরং যার যার অবস্থান থেকে বিরোধীতার সাথে সাথে বাস্তব পদক্ষেপ গ্রহণ করতে হবে।",4
"সত্যিকার দেশ প্রেমিক পরী মনি, সালাম তোমায়, হাজার সালাম,,, তুমি এখন কার যুগ এর মুক্তিযোদ্ধা",0
"নাস্তিকের দুই গালে, জতা মারো তালে তালে",3
আপনার দুদু গুলা বের হতে চাচ্ছে।,1
আজ আপনাকে আনেক ভলো লাখছে,0
কারণ শুধুমাত্র ইসলামী মুল্যবোধই পারে দেশ গড়ার কারিগর তরুণ প্রজন্মকে ধ্বংসের হাত থেকে রক্ষা করতে।,4
আমি কম্মেন্ট বক্সে মালু খুজতেছিলাম বাট পাইলাম না,3
বালাছি,0
"কেটে যাচ্ছে দিন , কেটে যাচ্ছে রাত এভাবে শেষ হয়ে যাচ্ছে আমাদের হায়াত ,",0
আর ইউরোপ এমেরিকানদের সাথে সেক্স করতে পারিস।,1
ও পরম করুণাময় হয়ে থাকেন তাহলে তিনি কেন তখন তার বান্দাদের জন্য মেঘ দ্বারা ছায়ার ব্যবস্থা করলেন না। তিনি কি তার বান্দাদের কষ্ট বুঝেন না। মুমিন ভাইয়েরা উত্তর দেন।,3
যার ফলে যুবসমাজের একটি বিশাল অংশ আজ চরিত্রহীনতার বেড়াজালে আবদ্ধ হয়ে পরেছে।,4
মালুরা দেখি ঢের পাণ্ডিত্য প্রদর্শন করে গো,3
ছাত্র ও যুবসমাজকে ইসলাম বিমুখ করতে রাষ্ট্রীয় পৃষ্ঠপোষকতায় চলছে মাদক আর ভিনদেশি নোংরা সংস্কৃতির সয়লাব।,4
"শার্ট ছেলেদের পোশাক, আপনি শার্ট পরছেন কেন? আগে ছেলে হোন তারপর শার্ট পরবেন, মেয়েদেরকে মেয়েদের পোশাকেই সুন্দর দেখায়।",2
এতোটা বাঁকা কী করে হও? শরীরে হাড় নেই?,2
আল্লাহ হেফাযত করুক,0
আওমী শুয়োর জবাই হবে রাস্তায়,3
"পুতুল,,,",0
বাংলার সানি লিওন পরীমনি,1
আবার হাফেজ	 মাওলানা সেই সাথে মুফতিও । হা হা হা  । রবিন্দ্রনাথকে একটি পাঞ্জাবী	 একটি টুপি ও একটি পাগরী পড়ালে তার চাইতেও বড় মুফতির মত দেখাবে । বুঝলেন ।,3
আচছা তুমি দুধের অজনে হাটো কেমনে পরিমনি,1
যারা সুন্দর সুন্দর গল্প ও কবিতা পড়তে ভালবাসেন শুধু তারা এই পেইজে লাইক দেন,0
হে তুই সেই নারী যার ছবি দেখলে শ্রদ্ধা বা ভালোবাসার চোখে কেউ দেখেনা.বুঝে নস্টা ফেমেলির খারাপ মেয়ে।যাকে এক কথায় .........বলা যায়॥,2
পরিকে নিয়ে কিছু বলবেন না পরি এক জন সুনদরি মেয়ে,0
দ্বীনি কাজ করতে গিয়ে নির্বিক থাকতে হবে।  দায়িত্বশীলরা যদি কুরআনের আলোকে মৌলিক গুনাবলীগুলো অর্জন করতে পারে তাহলে ছাত্রশিবিরই আগামী দিনে বাংলাদেশের নেতৃত্ব দিবে ইনশাআল্লাহ।,4
আহ চোখে শুধু  নয়লা দেখি।,2
"আপনা টাকায় সট ছিলো,যে আপনি কাপুর পুযো কিনতে.পারেনি আমাদে বলতেন, আমরা টাকা দিতাম |",2
প্রথা মালু,3
"ঐ ব্যক্তিই প্রকৃত বুদ্ধিমান, যে নিজে নত হয়ে অপরকে বড় ভাবে, আর সে ব্যক্তিই নির্বোধ, যে সর্বদাই নিজেকে বড় ভাবে। -------------হযরত আলী (রাঃ).",0
মালুদের বিশ্বাস করা যেমন কঠিন হাচুদির ও তেমন।,3
বদমাস বদমাস লাগছে,2
দুইটা এতো বড় কেন,1
বালাছি,0
আমরা বিশ্বাস করি একমাত্র ইসলামী আদর্শই পারে সমাজ ও রাষ্ট্রকে সঠিকভাবে পরিচালিত করতে।,4
বাংলার রুপসী,0
"মাগির বডি দেখ,,",1
পরি আপু আপনির লেখা পরার জুগোতা কি জানতে চাই,0
নাস্তিক মালাউন ভাইভাই,3
এত সুন্দর তুমি,0
মাগির বেটি মাগি,1
পরি মনিত তুমিত খুন সুন্দর আই লাভ ইউ,0
হিন্ধুরা সব সময়ই সম্প্রদায়িক। মনে রেখো সারে নয়শত বছর মুসলিমগণ ভারত সাশন করছে । ইচ্ছে করলে একটা হিন্ধুও আজ থাকতো না ।,3
"মাহি,তোমার সাথে কিছু কথা ছিল, আমার,এ।01875470806.নাম্বাের যোগাযোগ কর,",0
নাভিটা দেখা গেলে ভাল হত,2
হিন্ধুরা বেরে গেছে । উৎশৃংখলার পরিন্তি ভালো না ।,3
কতোবার লাগানোর পড়ে পা ভিজিএছ,1
ম্যাডাম শাড়িতে দারুন লাগছে,0
মালু মারা এখন জরুরী হয়ে পড়ছে।,3
"নেতৃবৃন্দ বলেন, কোন গোষ্ঠির ক্রীড়নক হয়ে দায়িত্ব ভূলে মিথ্যাচার করা পুলিশের পবিত্র দায়িত্বের প্রতি চরম প্রতারণা।",4
কোন প্রকার জঙ্গিবাদের সাথে ছাত্রশিবিরের দূরতম কোন সম্পর্ক নাই।,4
হিজাব মেয়েদের সুন্দর,0
"ভালো লাগছে কিন্তু আপনার ডিভোর্স টা শুনে ভালো লাগেনি, আপনি আমার প্রিয় একজন অভিনেত্রী।",0
"তার বক্তব্যে দেশবাসী মনে করে, কোন পুলিশের দায়িত্বশীল অবস্থান থেকে নয় রবং আ.লীগের মুখপাত্রের ভূমিকায় থেকেই তিনি এমন বক্তব্য দিয়ে যাচ্ছেন।",4
অনেক সুন্দর লাগছে,0
আলহামদুলিল্লাহ্‌।। গ্রেট জব।,0
নাপিত আর নাপিতের মাইয়া এক ফ্রেমে ????????,2
বাদন সত্য কি তোমার ফেস্বুক,0
মালুমুক্ত প্রশাসন চাই ।,3
"তোমার ফিগার না,ঠিক আমার বউয়ের মত।",2
"সতি্্য আসীম সুন্দর ল।গতেছে,তোম।কে,আমি ভ।ষ।তে বুঝ।তে প।রবো ন।, আনেক বেশী পছন্দ  করি তোম।কে,এবং তোম।র আভিনয়ট।ও,,,,,,,",0
মন চায় প্যান্ট প্যান্টি খুলে তোর উপর ঝাপিয়ে পড়ি #পরী_মণি,1
কোরানের সেসব নৃসংশ ও অনৈতিক কথাবার্তা কোনভাবেই সৃষ্টিকর্তা থেকে আসতে পারে না 	 আর মুহাম্মদের মত একটা নারীলোলুপ	 শিশু ধর্ষক	 ডাকাত 	 খুনি কোনভাবেই নবী হতে পারে না।,3
ময়মনসিংহের ত্রিশালে প্রিজন ভ্যান থেকে জেএমবি’র দুর্ধর্ষ তিন জঙ্গিকে ছিনতাই করা হয়েছিল ভালুকা থানা যুবলীগের যুগ্ম সাধারণ সম্পাদক আতাউর রহমান কামাল ওরফে যুবরাজের নির্দেশে।,4
সালা খানকি,1
যাদের পুরো ধর্মটাই হচ্ছে কুসংস্কারে ভরা  তারাই আসে আমাদের ধর্ম  নিয়ে কথা বলতে|লজ্জা শরম যদি একটু থাকতো!অবশ্য এদের ধর্মই বেহায়াপনা লজ্জাহীনতা শিক্ষা দেয়|গরুর মুত খাইতে খাইতে এদের মাথার তার সব গেছে ছিড়া.,3
খালি পোলাপাইন না পোলাপাইনের বাপ দেখলেও ক্র্যাশ খাইবো......!!!!,0
যেমনে  দরছ  সুনা  ঢুইকা  যাবে,1
আসলেই!ঐ সোনাত্থে যে এই জাদু বারাইছে কল্পনাই করা যায় নাহ।,1
এই শালি মাঠে যাওয়া তেই বাংলা দেশ হারছে এই শালি নাপাক শালি পরিচালককে সাথে চুদাচুদি করে গোছল করে নাই,1
চোদোগা।,1
তার সাথে ছাত্রশিবিরের দূরতম কোন সম্পর্ক নেই।,4
কি খুলে দেখাইসে?,2
যা সম্পূর্ণ মিথ্যা ও বানোয়াট। শরিফুল ইসলাম শিবির নেতা দূরে থাক সমর্থকও নয়।,4
"আপু, সারা বছর তো  দু* বাইর কইরে ছবি দেন, আর এখন রোজার দিন আসছে দেইখে বোরকা!",2
কত্ত বড় !,1
আপনার ছবি টা বর সুন্দর।,0
হাজারো মুসলিম হত্যাকারি নোংরা মালু মোদীর নামে ড্রেস কিনছে মুসলিম ছেলে পেলেরাএদের মুসলমানিত্ব কই গেছে ভাবা যায়?,3
এ মেয়েটাকে কেন যে এত্ত ভাল লাগে..,0
তুমাকে আজ অনেক সুন্দর লাগছে গো তুমি,0
রমজানের পরে আবার ছামা বিক্রি হবে নাকি?,1
"মার্কা যদি হয় তোর লাল টুকটুকে ঠোট, একা আমি দিতে রাজি ১৬ কোটি ভোট।",2
সোনা মনি মন দিয়ে চটি লেখ। একদিন তুমি অনেক সেক্সি হবে।,1
"রোমান্টিক গল্প, ভালোবাসার গল্প, শিক্ষানীয় গল্প পড়তে এই পেইজে লাইক দেন,",0
ফাইটা যায় ওরে বুকটা ফাইটা যায়.,1
মালুরা এসব চক্রান্ত করে নিজেদের পাচায় আইক্কাওয়ালা বাশ ঢুকাইতেছে,3
"আমি একটা সেক্স পাগল ছেলে , যদি কোনো আন্টি ভাবি বড় আপু আমার সাথে পরোকিয়া সেক্স করকে চাউ তাহলে ইনবক্স এ ম্যাসেজ করো, পরোকিয়া সম্পর্ক আমার সাথে করলে আমি ১০০% গ্যারান্টি দিবো কেউ জানতে পারবেনা সম্পূ্র্ন গোপন থাকবে, আর আমি সব থেকে বেশী পছন্দ করি মেয়েদের ভুদা চাটতে আর ভুদার গন্ধ শুকতে যদ, কেউ আমাকে দিয়ে ভুদা চাটাতে চাউ তাহলে তার ভুদা চেটে মাল আউট করে দিবো, চুদতে না দিলেও চলবে শুধু ভুদা চাটতে দিলেই হবে, আমাকে দিয়ে চুদালে তাকে চুদে ভুাদা তার ভুদার মাল আউট করে পরিপূর্ন চুদার সুখ দিবো, পরোকিয়া সেক্",1
তোমার ফোটু দেখলেও ভালো লাগেনা নাদেখলেও আবার গুম আসেনা কি করব,2
মাওলানা মুফতি আব্দুল্লাহ আল মাসুদের ইসলাম ত্যাগ ও মাইকেল জ্যাকসনের ইসলাম গ্রহন- এ দুটোর মধ্যে কোনটা বেশী গুরুত্বপূর্ন ? যে লোক একজন ইসলামের পন্ডিত বা আলেম হয়ে ইসলামকে ভালমতো জেনে শুনে ইসলাম ত্যাগ করছে  সেটা বেশী গুরুত্বপূর্ন নাকি যে লোক স্রেফ অর্থ লোভে ইসলামের কিছু না জেনেই ইসলাম গ্রহন করছে 	 সেটা বেশী গুরুত্বপূর্ন ?,3
"সুতরাং জুলুম-নির্যাতন করে, মিথ্যা অপবাদ দিয়ে ইসলামী আন্দোলন স্তব্ধ করা যাবে না।",4
মালু ধর বস্তা ভর,3
দ্বীনের পথে চলার পথে যে কোন ত্যাগ স্বীকার করতে তারা সর্বদা প্রস্তুত।,4
মাসাআল্লাহ,0
"বাংলাদেশ ইসলামী ছাত্রশিবিরের কেন্দ্রীয় সভাপতি ইয়াছিন আরাফাত বলেন, ইসলামী আন্দোলনের কর্মীরা নির্ভিক।",4
"নাস্তিক জাফর ইকবাল ফাসি চাই, সিলেটে তর জায়গা নাই",3
মালু হটাও দেশ বাচাও,3
সুইট,0
দূর্ঘটনায় নিহত ছাত্রশিবির কুমিল্লা মহানগরী শাখার সাবেক সভাপতি ডা. মোজাম্মেল হকের রুহের মাগফিরাত কামনায় এতিমদের মাঝে খাবার বিতরণ করে ছাত্রশিবির কুমিল্লা মহানগরী শাখা,4
সেক্সি পিক দাও,1
ব্যক্তি সমাজসহ মানুষের সার্বিক জীবনে কুরআন অনুস্বরণের গুরুত্ব তুলে ধরতে হবে।,4
মালাউন হাসিনা এখন কিছু বলেনা কেন?,3
মালু মুক্ত বাংলাদেশ চাই,3
চট্টগ্রামের হালিশহরে মুসলমানরা কোরবানি ঈদের সময় গরু কোরবানি করতে গেলে স্থানীয় হিন্দুরা তাদের গর্দান কেটে নেওয়ার হুমকি দেয়।,3
আপু নাকের ফুল নাই কেন,0
অতিরিক্ত স্টাইল না করে সঙ্গীতে মনোনিবেশ করো জননী,0
"শিবির সভাপতি বলেন, যুব ও তরুণরাই একটি দেশ এবং সমাজের মূল শক্তি।",4
মালিবাগে মসজিদ ভেঙ্গে রাস্তা নির্মাণের নির্দেশ দিয়েছে সরকার। এক্ষেত্রে আড়াল থেকে কাজ করেছে এক হিন্দু প্রোকৌশলী।,3
শাখা সভাপতি এস এম মিঠুর পরিচালনায় সমাবেশে বিশেষ অতিথি হিসেবে উপস্থিত ছিলেন কেন্দ্রীয় সাহিত্য সম্পাদক শাহ মাহফুজুল হক।,4
হে দয়াময় আল্লাহ বিশ্বের সকল মুসলমানকে এক হওয়ার তাওফিক দান কর হে প্রভূ আমাদের সকল সৎ ও সাহসী ভাইদেরকে তোমার দ্বীনের বানী আমাদেরকে জানানোর তাওফিক দাও আমিন আমিন আমিন,0
এই দ্বীন কায়েমের পূর্বশর্ত হচ্ছে দাওয়াতি কাজের মাধ্যমে মানুষকে আল্লাহর পথে আহবান করা। তাই প্রতিকুল পরিবেশেও ইসলামের দাওয়াত প্রতিটি ছাত্রের কাছে পৌঁছাতে হবে।,4
মাগী তরে নাকি পরিচারকরা উফতা চুূদে,1
রবীন্দ্র ভণ্ডটা ছিল হিন্দুর বাচ্চা হিন্দু  আর ব্রাহ্ম ধর্ম ছিল ওর ব্যবসা।,3
"ওয়াউ তুমি এত সুন্দরী,  আমার অনেক পছন্দ হইছে তোমাকে,",0
আমাকে বিয়ে করবা ????????,0
এই আইড়িটা যে চালায় তার মারে চুদি,1
আমার মতে যারা কুরবানীর দিন বাধা দিতে আসবে তাদের ধরে ধরে জবাই দিয়ে দিতে হবে। এক-দুই জায়গায় এমন কয়েকটারে জবাই দিয়ে দিলেই সব ঠান্ডা হয়ে যাবে।,3
প্রতিবেদনে বলা হয়েছে হেলমেট পড়া অবস্থায় তাদের উপর হামলা হয়েছে।,4
এই মাদারচ্ছোদ যেন বাংলাদেশে আর কোনো ম্যাচ খেলার সুযোগ না পাই। শালা অক্রিতঞ্চ। দা মাদার ফাকার,2
আই লাভ ইউ ববি,0
"এক যৌথ প্রতিবাদ বার্তায় ছাত্রশিবিরের কেন্দ্রীয় সভাপতি ইয়াছিন আরাফাত ও সেক্রেটারি জেনারেল মোবারক হোসাইন বলেন, সারাদেশে ছাত্রলীগের অব্যাহত সন্ত্রাস,ধর্ষণ, টেন্ডারবাজীসহ নানা অপকর্ম থেকে দেশের মানুষের  দৃষ্টি ভিন্নখাতে প্রবাহিত করতেই এই ঘটনার সাথে পরিকল্পিত ভাবে ছাত্রশিবিরকে জড়ানো হয়েছে।",4
হট,2
শাহী মসজিদ ভাঙ্গার অনেক পরে কালী মন্দির ভাঙ্গা হইছিল  । কালী মন্দির নতুন ভাবে হল কিন্তু রংপুর এর ঐতিহ্য শাহী মসজিদ,3
তোমাকে লাল পরির মত লাগছ।কউ তুমি দরা দেয় না কেন। যদি সাহস থাকে। আর যদি সত্যই তুমি বাদন হয়ে থাক তাহলে তোমার ইমু নামবার দায়।,0
গান টা রিলিজ হবে কবে,0
কারো দায়িত্বহীন হুঙ্কারকে ছাত্রশিবিরের নেতাকর্মীরা পরোয়া করে না।,4
এড দিন ????,0
মালুদের চুদি,3
তুমি যা আশা কর তাই হবে,0
বাংলার মাগি!,1
নাস্তিক বলগার এই মুহুরতে বাংলা ছার,3
আবাল সব গানের কথামালা,0
ইনশাআল্লাহ পারবে।,0
ফ্রী!!!!! ফ্রী!!!!!ফ্রী!!,0
আমরা শান্তিপূর্ণ ও গণতান্ত্রিক পথ চলায় বিশ্বাস করি।,4
খুব সুন্দর:-),0
অাদি ও অাসল দালাল।,3
"বদরুল ও শাকিলের মত চাপাতিধারী পাষন্ড, জাহাঙ্গির নগর বিশ্ববিদ্যালয়ে ধর্ষণের সেঞ্চুরীয়ান মানিক, এবং মায়ের পেটে থাকা শিশুকে গুলি করে ঝাঝড়া করে দেয়া, নিজ দলের নেতাকে প্রকাশ্য পুড়িয়ে অঙ্গার করে দেয়ার মত ঘটনা ছাত্রলীগই জাতিকে উপহার দিয়েছে।",4
"হালা, আর মেইক আপ আর্টিস্ট  পাইলো না! আমার নামে নাম।",2
সাপ কে বিশ্বাস করাযায় কিন্তু হিন্দুদের কখনো বিশ্বাস করা যায়না।,3
বাদন তোমাকে সুইটি লাগছে,0
বাইনাক  চানতিক  ওকে,2
বাংলা না চাইনা,0
এমন বেআইনি নির্দেশ কোন নিয়মতান্ত্রিক ছাত্রসংগঠনের হতে পারে না বরং এটি জঙ্গিবাদী সংগঠনের কর্মকান্ডেরই বহি:প্রকাশ।,4
"আরে.... তুই তো খানকি, তোর মাও মনে হয় তোর চেয়ে বড় খানকি !! যে তোরে এই রাস্তায় নামাইছে। তোর মার ও তোর মতো একটা নেংটা ছবি দিস। দুই খানকি মিলে ভালো ব্যবসা করতে পারবি।",1
জয় গরু!জয় গরু!রেন্ডিয়া মুর্দাবাদ।,3
সিলেটেও দুই ছাত্রলীগ কর্মীর উপর হামলা হয়েছে তাদের অভ্যন্তরীন কোন্দলের কারণেই।,4
অথচ পুরোটা শিক্ষানীতি হচ্ছে হিন্দুয়ানী।,3
"নিজেরে যে কী মনে করছ মাগি,কালি সানি লিওন করচ। সানি লিওন এর চাকরানি হওয়ার যোগ্য নি আছে তোর? তুই হইলে একটা বাংগালি মেয়ে বাংগালি মেয়ের মত থাকবে,নম্র ভদ্র,কিন্তু তোর লাইগা আমাদের দেশের এখন কথগুলা মাইয়া নষ্ট অইব, তরেতো মানুষ এ ব্যবহার করব নষ্ট হিসেবে, কথা বলত চাইব এক রাত থাকার উদ্দেশ্য, মরণতো লাগবই একদিন,তখন খবর এ গিয়া কী জবাব দিবে????",1
তলা ফাটায়ে দিসে !!!!,2
মাগি,1
লুকিং সানি সানি.........।,1
আপু তুমি অনেক সুন্দর!,0
তোমার দুধুর সাইজ কত ???????????,1
ছোট বোন হিসেবে একটা অনুরুধ করছি দয়া করে আমার ছোট পেজ টাতে একটা লাইক দিন প্লিজ।আমার আপডেট গুলো আপনাদের ভাল লাগবে আশা করি।,0
তুমি একটা পালতু মেয়ে,2
হা‌সিনা হিন্দু না‌কি মুসলমান না‌কি না‌স্তিক   বুঝা যায়না,3
তোদের কি! যে কোনো ভাবেই টাকা কামাই করতে জানিশ।,2
হায় বন্দুরা আমি লিজা মনি সেক্স চ্যাট করি,1
"কেমন লাগছে বলা কঠিন,কারন আমরা তো আর সাথে থাকিনা, যিনি সাথে থাকে ঐ বলতে পারবে তোমাকে কেমন লাগে।",0
তা হলে আমরা কেন আজ পরাজয়ের জালে বন্দি ? আমরা কি পারি না আমাদের প্রানের প্রিয় বাংলাদেশকে পৃথিবীর সবচেয়ে ভয়ঙ্কর প্রাণীর হাত হতে রক্কা করতে ? পারি না ? গর্জে ওটি একসাথে ।,3
মাগির দলাল ফোন দাও ০১৭১৯৯৪৯০৫৯,1
"জানাবো না, কি করবি?",2
জালালাবাদ থানার ওসি হামলার বিষয়টিকে ছাত্রলীগের অভ্যন্তরীন কোন্দলের ফল বলে যে বক্তব্য দিয়েছেন তা গণমাধ্যমে প্রকাশিত হয়েছে।,4
এরপর থেকেই ঐ এলাকা ছাত্রলীগের বিভিন্ন গ্রুপ উত্তপ্ত করে রেখেছে।,4
নাস্তিক কুত্তা,3
মুকেশ ভাট ও রমেশ সিপ্পিরে দেখায় দেওয়া ওইলো যে “আমাগো দ্যাশেও তোমাগো দ্যাশের মত মাইয়া পয়দা ওয়”,2
পুটু মেরে দেবেনে...  :D,1
এই পেজটি নতুন আপনাদের,0
দুধ দুই বড়,1
আসলেই আপু... আপনার কান্দন দেইখা আমার চক্ষু পানিতে ডুবে গেছে।,0
সুপার,0
আমরা বিশ্বাস করি এ অঞ্চলের মানুষ ধৈর্য্য ও সাহসিতা দিয়ে এ সমস্যা মোকাবেলা করতে সক্ষম হবে ইনশাআল্লাহ।,4
সালা সব অভিনেতা হল মালু,3
তুই মরলে ভালই হতো।,2
কে আমি এই প্রশ্নের উত্তর বিজ্ঞানীরা ৪০০ বছর ধরে খুঁজে যে উত্তর পেয়েছে জানতে হলে নিচের লিংক টিতে লাইক দিন,0
দুধ এত বড় যে কাপড় হচ্ছে না,1
ভালো,0
"রোমান্টিক গল্প, ভালোবাসার গল্প, শিক্ষানীয় গল্প পড়তে এই পেইজে লাইক দেন,",0
আর একটা কথা ভুল বলা হয়েছে সেটা হল- বিক্রমপুরের দোহার না আমরা ঢাকা জেলার দোহার।,0
পুরা দেশটাই নাস্তিকদের হাতে সেখানে পাঠ্যবই,3
এক কাজ কর তুই হালকা মুতে সেটা খেয়ে ফেল,2
এক কথায় পাইন........,0
মাহি মাগিকে রাস্তার মধ্যে ফেলে চোদ,1
যার কুফল ভোগ করছে এদেশের গ্রামীন ও কৃষিজীবি মানুষ। তার উপর ক্ষতিগ্রস্ত মানুষের পাশে সরকার দাঁড়াতে ব্যর্থ হয়েছে।,4
জেমন সপনে বউ দেখি ঠিক তেমন,0
অসাধারন,0
"আপনার যদি বিয়ে না হইতো তাহলে আরও বালো লাগতো,",0
আজ ছাত্রশিবিরের সেক্রেটারি জেনারেল মোবারক হোসাইন ক্ষতিগ্রস্থ এলাকা পরিদর্শন ও ক্ষতিগ্রস্তদের মাঝে ত্রান সহায়তা প্রদান করেন।,4
মাংগের বেটি প্রোফাইলে পতাকা আপডেট কি করলে কি এমন ক্ষতি হইতো??,2
আই লাভ উ ইয়ার,0
পরিমনি তুম। কে ভ।ল ব।লসি,0
বুড়া বুড়া লাগছে,2
জঙ্গী বোমাবাজ ধর্ম ইসলাম,3
"তিনি বলেন, আদর্শ ও নৈতিকতার আলোকে আগামী প্রজন্মকে গড়ে একটি সমৃদ্ধ বাংলাদেশ উপহার দিতে ছাত্রশিবির প্রতিজ্ঞাবদ্ধ।",4
অনেক সুন্দর,0
বাঁধন আপু আমার হিংসা হচ্ছে ।,0
হাশরের দিন	আল্লাহ তাহার দুষও গোপন রাখবেন,0
দুধত ভাল মুটা,1
অস্তির সেপ টা,2
হঠাৎ এই বেশ?!!!!!!!,0
আপনি নায়েকা  আমি জানি কিন্তু  আমি আপনাকে বেশি আপনাকে ভালবাসি  মনে চাই লে  মেছেচ করেন,0
"সানি লিয়নের ভক্ত তুমি অথচ তার মতো পূর্ণাঙ্গ খোলা মেলা একটা ছবিও তোমার নাই,,",1
কিন্ত স্বাধীনতার পর থেকে এদেশের শিক্ষা ব্যবস্থা নৈতিকতা সম্পন্ন আদর্শীক নাগরীক উপহার দিতে সক্ষম হয়নি।,4
